,city,state,males,females,lat,lng,state_name,city_state,pop,murdersPerState
2593,Cocoa Beach,FL,1,0,28.330172,-80.6262454141897,Florida,"Cocoa Beach, Florida",11231,708
2595,Collier,FL,1,0,26.1360651,-81.7306851,Florida,"Collier, Florida",321520,708
2596,Columbia County,FL,1,0,30.2116605,-82.6263506667503,Florida,"Columbia County, Florida",24552,708
2597,Crestview,FL,1,0,30.7621326,-86.5705084,Florida,"Crestview, Florida",20978,708
2598,Dade City,FL,2,1,28.3647248,-82.1959178,Florida,"Dade City, Florida",6437,708
2599,Davenport,FL,1,0,28.1614046,-81.6017417,Florida,"Davenport, Florida",2888,708
2600,Daytona Beach,FL,4,0,29.2108147,-81.0228331,Florida,"Daytona Beach, Florida",61005,708
2601,DeLand,FL,1,0,29.0194825,-81.29414180082499,Florida,"DeLand, Florida",27031,708
2602,Deland,FL,1,0,29.0194825,-81.29414180082499,Florida,"Deland, Florida",27031,708
2603,Delray Beach,FL,5,0,26.4614625,-80.0728201,Florida,"Delray Beach, Florida",60522,708
2604,Deltona,FL,1,0,28.9005446,-81.2636738,Florida,"Deltona, Florida",85182,708
2608,Eatonville,FL,1,0,28.6183331,-81.3859156,Florida,"Eatonville, Florida",2159,708
2609,El Portal,FL,1,0,25.8553739,-80.193103,Florida,"El Portal, Florida",2325,708
2611,Escambia,FL,1,0,30.5476304,-87.2159808099981,Florida,"Escambia, Florida",38319,708
2612,Escambia County,FL,1,0,30.614269,-87.3260567554759,Florida,"Escambia County, Florida",38319,708
2613,Fort Lauderdale,FL,9,2,26.1223084,-80.1433786,Florida,"Fort Lauderdale, Florida",165521,708
2614,Fort Myers,FL,10,2,26.640628,-81.8723084,Florida,"Fort Myers, Florida",62298,708
2615,Fort Pierce,FL,8,1,27.4288232,-80.3413926148683,Florida,"Fort Pierce, Florida",41590,708
2616,Fort Walton Beach,FL,2,0,30.4057552,-86.618842,Florida,"Fort Walton Beach, Florida",19507,708
2617,Frostproof,FL,1,0,27.7458626,-81.5306313,Florida,"Frostproof, Florida",2992,708
2618,Gainesville,FL,3,1,29.651907,-82.3247976,Florida,"Gainesville, Florida",208,708
2619,Gifford,FL,1,0,27.672964,-80.417888715258,Florida,"Gifford, Florida",975,708
2621,Graceville,FL,1,1,30.9568503,-85.5165993,Florida,"Graceville, Florida",2278,708
2622,Haines,FL,1,0,28.1120191,-81.6311946129863,Florida,"Haines, Florida",1002,708
2623,Hallandale Beach,FL,3,1,25.9856462,-80.14000179160969,Florida,"Hallandale Beach, Florida",37113,708
2624,Hialeah,FL,9,5,25.8670105,-80.2914626814829,Florida,"Hialeah, Florida",224669,708
2625,High Springs,FL,2,0,29.8269064,-82.5967832,Florida,"High Springs, Florida",5350,708
2626,Hillsborough,FL,1,0,27.9442248,-82.4446839160248,Florida,"Hillsborough, Florida",10825,708
2628,Hollywood,FL,11,0,26.04042985,-80.1841650783422,Florida,"Hollywood, Florida",1000,708
2630,Hudson,FL,1,0,28.358244,-82.6920044041935,Florida,"Hudson, Florida",2356,708
2632,Indialantic,FL,1,0,28.0894599,-80.5656079,Florida,"Indialantic, Florida",2720,708
2633,Interlachen,FL,1,0,29.6238574,-81.8903684,Florida,"Interlachen, Florida",1403,708
2635,Jacksonville,FL,67,14,30.3321838,-81.655651,Florida,"Jacksonville, Florida",12548,708
2636,Jupiter,FL,1,1,26.9248374,-80.0870737360259,Florida,"Jupiter, Florida",55156,708
2637,Kenneth City,FL,1,0,27.8155812,-82.7201004,Florida,"Kenneth City, Florida",4980,708
2638,Key West,FL,1,0,24.5801765,-81.74687019509649,Florida,"Key West, Florida",24649,708
2639,Kissimmee,FL,3,0,28.2920249,-81.4078013,Florida,"Kissimmee, Florida",59682,708
2640,Lake Butler,FL,4,0,30.0227391,-82.3395574,Florida,"Lake Butler, Florida",1897,708
2641,Lake City,FL,3,0,30.1896756,-82.6392899,Florida,"Lake City, Florida",2082,708
2642,Lake Helen,FL,1,0,28.9808195,-81.2333937,Florida,"Lake Helen, Florida",2624,708
2644,Lake Park,FL,1,0,26.8002153,-80.0661631,Florida,"Lake Park, Florida",8155,708
2645,Lake Wales,FL,1,1,27.9014133,-81.5859099,Florida,"Lake Wales, Florida",14225,708
2646,Lake Worth,FL,6,1,26.62014255,-80.0629414613509,Florida,"Lake Worth, Florida",34910,708
2647,Lakeland,FL,7,1,28.0394654,-81.9498042,Florida,"Lakeland, Florida",97422,708
2648,Lantana,FL,1,0,26.58295435,-80.0559406377756,Florida,"Lantana, Florida",10423,708
2649,Largo,FL,1,0,27.9094665,-82.7873244,Florida,"Largo, Florida",77648,708
2650,Lauderdale Lakes,FL,6,0,26.16839695,-80.2047222133163,Florida,"Lauderdale Lakes, Florida",32593,708
2651,Lauderhill,FL,1,2,26.1403635,-80.2133808,Florida,"Lauderhill, Florida",66887,708
2653,Lee County,FL,1,0,26.55284,-81.9135579584771,Florida,"Lee County, Florida",140247,708
2654,Leesburg,FL,1,0,28.7891025,-81.87269846018899,Florida,"Leesburg, Florida",1027,708
2656,Levy County,FL,1,0,29.2529515,-82.8199580894927,Florida,"Levy County, Florida",40801,708
2657,Liberty City,FL,1,1,25.8317637,-80.2167149,Florida,"Liberty City, Florida",123,708
2658,Longwood,FL,1,0,28.7007349,-81.3493978064175,Florida,"Longwood, Florida",13657,708
2659,Lynn Haven,FL,1,0,30.2454776,-85.648261,Florida,"Lynn Haven, Florida",18493,708
2660,Margate,FL,1,1,26.2424556,-80.2141414080379,Florida,"Margate, Florida",53284,708
2661,Marion,FL,1,1,30.4413305,-82.946522,Florida,"Marion, Florida",3686,708
2663,Melbourne,FL,7,1,28.0836269,-80.6081089,Florida,"Melbourne, Florida",1848,708
2665,Miami,FL,53,9,25.7742658,-80.1936589,Florida,"Miami, Florida",1837,708
2666,Miami Beach,FL,2,0,25.7881436,-80.1272705,Florida,"Miami Beach, Florida",87779,708
2667,Miami Gardens,FL,14,2,25.9420978,-80.2397539620777,Florida,"Miami Gardens, Florida",107167,708
2668,Miami-Dade,FL,16,1,25.7742658,-80.1936589,Florida,"Miami-Dade, Florida",2496435,708
2669,Miami-Dade County,FL,2,1,25.7889689,-80.2264393,Florida,"Miami-Dade County, Florida",2496435,708
2670,Milton,FL,1,0,30.6324149,-87.0396881,Florida,"Milton, Florida",2576,708
2671,Miramar,FL,1,1,25.97592075,-80.33472174065409,Florida,"Miramar, Florida",122041,708
2672,Mount Dora,FL,1,0,28.8188085,-81.6756844187741,Florida,"Mount Dora, Florida",12370,708
2673,Naples,FL,3,0,26.1420358,-81.7948103,Florida,"Naples, Florida",19537,708
2674,Navarre,FL,1,0,30.4015879,-86.863571,Florida,"Navarre, Florida",1957,708
2675,New Port Richey,FL,1,0,28.247111,-82.71702407847529,Florida,"New Port Richey, Florida",14911,708
2676,Newberry,FL,1,0,29.6463535,-82.6065023,Florida,"Newberry, Florida",4950,708
2678,North Lauderdale,FL,1,0,26.217305,-80.2258811,Florida,"North Lauderdale, Florida",41023,708
2679,North Port,FL,1,0,27.044224,-82.2359254,Florida,"North Port, Florida",57357,708
2680,Oakland Park,FL,3,0,26.1802357,-80.1514141092668,Florida,"Oakland Park, Florida",41363,708
2681,Ocala,FL,13,3,29.1700175,-82.13916387025769,Florida,"Ocala, Florida",56315,708
2683,Opa-Locka,FL,5,0,25.89695285,-80.2595090142408,Florida,"Opa-Locka, Florida",15219,708
2684,Opa-locka,FL,1,0,25.8969431,-80.2595084530264,Florida,"Opa-locka, Florida",15219,708
2685,Opa-locka ,FL,1,0,25.8969431,-80.2595084530264,Florida,"Opa-locka , Florida",15219,708
2686,Orange City,FL,3,1,28.9488761,-81.2986741,Florida,"Orange City, Florida",136416,708
2687,Orange County,FL,14,3,28.51,-81.32,Florida,"Orange County, Florida",3010232,708
2688,Orange Park,FL,1,2,30.1660736,-81.706484,Florida,"Orange Park, Florida",8412,708
2689,Orlando,FL,27,6,28.5421175,-81.3790462,Florida,"Orlando, Florida",238300,708
2691,Pahokee,FL,1,1,26.8200607,-80.6653351,Florida,"Pahokee, Florida",5649,708
2692,Palatka,FL,1,0,29.6487882,-81.6372111,Florida,"Palatka, Florida",10558,708
2693,Palm Bay,FL,3,1,28.0331886,-80.6429695,Florida,"Palm Bay, Florida",103190,708
2694,Palm Beach,FL,6,0,26.7056206,-80.0364297,Florida,"Palm Beach, Florida",8348,708
2695,Palm Beach County,FL,3,0,26.64580255,-80.4336062511564,Florida,"Palm Beach County, Florida",1320134,708
2696,Palm Coast,FL,3,1,29.5541432,-81.2207673,Florida,"Palm Coast, Florida",75180,708
2697,Palmetto Bay,FL,1,0,25.6220425,-80.3209960410149,Florida,"Palmetto Bay, Florida",23410,708
2698,Panama City,FL,3,3,30.1600827,-85.6545729,Florida,"Panama City, Florida",36484,708
2699,Panama City Beach,FL,3,0,30.1765914,-85.8054879,Florida,"Panama City Beach, Florida",12018,708
2700,Pasco County,FL,1,0,28.32438455,-82.4253133903748,Florida,"Pasco County, Florida",464697,708
2701,Pembroke Pines,FL,2,1,26.0236064,-80.3412536198487,Florida,"Pembroke Pines, Florida",154750,708
2702,Pensacola,FL,6,2,30.421309,-87.2169149,Florida,"Pensacola, Florida",51923,708
2706,Pinellas Park,FL,2,0,27.86002,-82.7043884502688,Florida,"Pinellas Park, Florida",49079,708
2707,Plantation,FL,1,0,27.0643665,-82.3683071079892,Florida,"Plantation, Florida",84955,708
2708,Plymouth,FL,1,0,28.6922188,-81.547295,Florida,"Plymouth, Florida",1005,708
2710,Pompano Beach,FL,6,0,26.2378597,-80.1247667,Florida,"Pompano Beach, Florida",99845,708
2712,Port Orange,FL,1,0,29.101177,-81.01054670665191,Florida,"Port Orange, Florida",56048,708
2713,Port Richey,FL,1,0,28.2716755,-82.7195451,Florida,"Port Richey, Florida",2671,708
2714,Port St. Lucie,FL,1,0,27.2939333,-80.3503283,Florida,"Port St. Lucie, Florida",164603,708
2715,Putnam County,FL,1,0,29.582303,-81.7891201973961,Florida,"Putnam County, Florida",74364,708
2716,Reddick,FL,1,0,29.3666393,-82.1973184,Florida,"Reddick, Florida",506,708
2717,Riverview,FL,3,2,27.871197,-82.3269883,Florida,"Riverview, Florida",184,708
2718,Riviera Beach,FL,6,2,26.78912185,-80.060764032452,Florida,"Riviera Beach, Florida",32488,708
2719,Riviera Beach ,FL,1,0,26.7885659,-80.0607779211907,Florida,"Riviera Beach , Florida",32488,708
2720,Rosewood,FL,1,0,29.2391314,-82.9320641,Florida,"Rosewood, Florida",348,708
2721,Sanford,FL,6,0,28.8117179,-81.2680328,Florida,"Sanford, Florida",241,708
2722,Sarasota,FL,2,3,27.3364347,-82.5306527,Florida,"Sarasota, Florida",51917,708
2723,Sebastian,FL,1,0,27.816415,-80.4706078,Florida,"Sebastian, Florida",125744,708
2724,South Daytona,FL,1,0,29.1672435,-81.00575272865821,Florida,"South Daytona, Florida",12252,708
2725,South Miami,FL,1,0,25.707688,-80.29562918264631,Florida,"South Miami, Florida",11657,708
2726,South Pasadena,FL,1,0,27.7550276,-82.7376009,Florida,"South Pasadena, Florida",25619,708
2727,Southport,FL,1,1,30.2893655,-85.6404834,Florida,"Southport, Florida",1712,708
2728,Spring Hill,FL,5,0,28.4837566,-82.53378876554049,Florida,"Spring Hill, Florida",98,708
2729,Springfield,FL,1,0,30.3457949,-81.6534289,Florida,"Springfield, Florida",1451,708
2732,St. Augustine,FL,1,0,29.894691,-81.314517,Florida,"St. Augustine, Florida",12975,708
2733,St. Cloud,FL,2,0,28.2498534,-81.2839038,Florida,"St. Cloud, Florida",35183,708
2734,St. Petersburg,FL,9,1,27.7708606,-82.6792661,Florida,"St. Petersburg, Florida",244769,708
2736,Sulphur Springs,FL,1,0,28.0252965,-82.4509276,Florida,"Sulphur Springs, Florida",511,708
2737,Summerfield,FL,1,1,29.0085924,-82.0348092,Florida,"Summerfield, Florida",451,708
2738,Sunrise,FL,1,0,26.1477307,-80.3291819929884,Florida,"Sunrise, Florida",84439,708
2739,Suwannee County,FL,2,0,30.1625336,-83.01330963393609,Florida,"Suwannee County, Florida",41551,708
2740,Taft,FL,2,0,28.42850805,-81.366551063798,Florida,"Taft, Florida",9327,708
2741,Tallahassee,FL,5,2,30.4380832,-84.2809332,Florida,"Tallahassee, Florida",181376,708
2742,Tampa,FL,23,9,27.9477595,-82.458444,Florida,"Tampa, Florida",335709,708
2743,Tarpon Springs,FL,1,0,28.1480275,-82.77728239310461,Florida,"Tarpon Springs, Florida",23484,708
2744,Tequesta,FL,1,1,26.96085215,-80.0891926251699,Florida,"Tequesta, Florida",5629,708
2745,Titusville,FL,2,0,28.6122187,-80.8075538,Florida,"Titusville, Florida",43761,708
2748,Vero Beach,FL,2,0,27.6387163,-80.3975399,Florida,"Vero Beach, Florida",15220,708
2749,Volusia County,FL,2,0,29.0279842,-81.0754657,Florida,"Volusia County, Florida",494593,708
2750,Walnut Hill,FL,1,0,30.8854631,-87.5099827,Florida,"Walnut Hill, Florida",108,708
2751,Warrington,FL,1,0,30.383306,-87.297666721556,Florida,"Warrington, Florida",23418,708
2752,Washington County,FL,1,0,30.6101045,-85.6722315406303,Florida,"Washington County, Florida",17581,708
2753,Wesley Chapel,FL,1,0,28.18651455,-82.3663866904499,Florida,"Wesley Chapel, Florida",7463,708
2754,West Palm Beach,FL,15,2,26.7153425,-80.0533746,Florida,"West Palm Beach, Florida",99919,708
2755,West Park,FL,1,0,25.9786264,-80.1828470298634,Florida,"West Park, Florida",14156,708
2757,Wildwood,FL,1,1,28.865264,-82.0389743,Florida,"Wildwood, Florida",6709,708
2758,Williston,FL,1,0,29.38747,-82.4467706,Florida,"Williston, Florida",2768,708
2759,Winter Garden,FL,3,0,28.550287,-81.59259764021981,Florida,"Winter Garden, Florida",34568,708
2760,Winter Garden ,FL,1,0,28.550287,-81.59259764021981,Florida,"Winter Garden , Florida",34568,708
2761,Winter Park,FL,1,0,28.600154,-81.3427567241316,Florida,"Winter Park, Florida",999,708
2763,Broward,FL,0,1,26.0572981,-80.2074402,Florida,"Broward, Florida",1748066,708
2764,Clay County,FL,0,1,29.956068,-81.82462858488209,Florida,"Clay County, Florida",13932,708
2765,Cooper City,FL,0,1,26.04722445,-80.2739117944244,Florida,"Cooper City, Florida",28547,708
2766,Dania Beach,FL,0,1,26.05083015,-80.14612476252621,Florida,"Dania Beach, Florida",29639,708
2769,Fort Lauderdale ,FL,0,1,26.1223084,-80.1433786,Florida,"Fort Lauderdale , Florida",165521,708
2770,Jasper,FL,0,1,30.5182727,-82.94819,Florida,"Jasper, Florida",14352,708
2771,Marion County,FL,0,1,29.240728,-82.02275744793059,Florida,"Marion County, Florida",30776,708
2772,North Miami Beach,FL,0,1,25.9288015,-80.15281204600781,Florida,"North Miami Beach, Florida",41523,708
2773,Pembroke Park,FL,0,1,25.98453385,-80.1763941591887,Florida,"Pembroke Park, Florida",6102,708
2774,Rosemont,FL,0,1,28.60040885,-81.43209311069421,Florida,"Rosemont, Florida",4202,708
2775,Royal Palm Beach,FL,0,1,26.70094605,-80.22341994791951,Florida,"Royal Palm Beach, Florida",34140,708
2776,Tamarac,FL,0,2,26.20468505,-80.2710612057127,Florida,"Tamarac, Florida",60427,708
2777,Winter Haven,FL,0,1,28.0222435,-81.7328568,Florida,"Winter Haven, Florida",33874,708
2778,Appleton,WI,2,0,44.2611337,-88.4067604,Wisconsin,"Appleton, Wisconsin",940,164
2779,Beloit,WI,3,0,42.5083272,-89.031784,Wisconsin,"Beloit, Wisconsin",3835,164
2780,Big Flats,WI,1,0,44.1118573,-89.8078819,Wisconsin,"Big Flats, Wisconsin",7731,164
2781,Bristol,WI,1,1,42.558908,-88.0492498,Wisconsin,"Bristol, Wisconsin",60477,164
2782,Dodgeville,WI,1,0,42.9602743,-90.1301237,Wisconsin,"Dodgeville, Wisconsin",4693,164
2783,Elkhorn,WI,1,0,42.6727927,-88.5445447,Wisconsin,"Elkhorn, Wisconsin",346,164
2784,Fond du Lac,WI,1,0,43.777669,-88.446951,Wisconsin,"Fond du Lac, Wisconsin",43021,164
2785,Gordon,WI,1,0,46.2468856,-91.7985218,Wisconsin,"Gordon, Wisconsin",332,164
2786,Grand Chute,WI,1,0,44.2659713,-88.4831357,Wisconsin,"Grand Chute, Wisconsin",20919,164
2787,Green Bay,WI,2,0,44.5299412,-88.0248317,Wisconsin,"Green Bay, Wisconsin",104057,164
2788,Hamburg,WI,1,0,45.0905228,-89.8851301,Wisconsin,"Hamburg, Wisconsin",2857,164
2789,Hayward,WI,1,0,46.0129676,-91.4848728,Wisconsin,"Hayward, Wisconsin",144186,164
2790,Howard,WI,1,0,44.5433355,-88.0880173,Wisconsin,"Howard, Wisconsin",13789,164
2791,Janesville,WI,1,0,42.7151854,-88.9907743,Wisconsin,"Janesville, Wisconsin",930,164
2793,Kenosha,WI,2,1,42.5846773,-87.8212263,Wisconsin,"Kenosha, Wisconsin",99218,164
2794,MIlwaukee,WI,1,0,43.0349931,-87.922497,Wisconsin,"MIlwaukee, Wisconsin",594833,164
2795,Madison,WI,4,2,43.074761,-89.3837613,Wisconsin,"Madison, Wisconsin",42938,164
2796,Manitowoc,WI,1,0,44.0886059,-87.6575841,Wisconsin,"Manitowoc, Wisconsin",33736,164
2797,Milwaukee,WI,91,13,43.0349931,-87.922497,Wisconsin,"Milwaukee, Wisconsin",594833,164
2798,Neenah,WI,1,0,44.1858193,-88.462609,Wisconsin,"Neenah, Wisconsin",25501,164
2799,Neillsville,WI,1,0,44.559962,-90.5962498,Wisconsin,"Neillsville, Wisconsin",2463,164
2800,Newbold,WI,1,0,45.6980101,-89.5101368,Wisconsin,"Newbold, Wisconsin",2719,164
2801,Oneida,WI,1,0,45.6879163,-89.4779558,Wisconsin,"Oneida, Wisconsin",4286,164
2802,Oregon,WI,1,1,42.9259657,-89.3842779,Wisconsin,"Oregon, Wisconsin",3721,164
2803,Oshkosh,WI,1,1,44.0177132,-88.5389798,Wisconsin,"Oshkosh, Wisconsin",210,164
2804,Pensaukee,WI,1,0,44.823047,-87.9131587,Wisconsin,"Pensaukee, Wisconsin",1381,164
2805,Portage,WI,1,0,44.4604931,-89.5108818,Wisconsin,"Portage, Wisconsin",36828,164
2806,Pound,WI,2,0,45.0941494,-88.0339927,Wisconsin,"Pound, Wisconsin",1037,164
2807,Racine,WI,2,1,42.7261309,-87.7828523,Wisconsin,"Racine, Wisconsin",442,164
2808,Sheboygan,WI,2,0,43.7508284,-87.71453,Wisconsin,"Sheboygan, Wisconsin",49288,164
2809,Sparta,WI,1,0,43.9441328,-90.8129118,Wisconsin,"Sparta, Wisconsin",1400,164
2810,Sugar Creek,WI,1,0,42.723047,-88.469036,Wisconsin,"Sugar Creek, Wisconsin",6184,164
2812,Waukesha County,WI,1,0,43.0622536,-88.3123889,Wisconsin,"Waukesha County, Wisconsin",389891,164
2813,Waupun,WI,1,0,43.6333219,-88.7295519,Wisconsin,"Waupun, Wisconsin",11340,164
2814,West Allis,WI,1,0,43.0166806,-88.0070315,Wisconsin,"West Allis, Wisconsin",60411,164
2815,Adams County,WI,0,1,43.9451925,-89.7735230427595,Wisconsin,"Adams County, Wisconsin",441603,164
2816,Black River Falls,WI,0,1,44.2946834,-90.8515311,Wisconsin,"Black River Falls, Wisconsin",3622,164
2817,Ladysmith,WI,0,1,45.4630231,-91.1040358,Wisconsin,"Ladysmith, Wisconsin",3414,164
2818,Ledgeview,WI,0,1,43.782401,-88.436602,Wisconsin,"Ledgeview, Wisconsin",6555,164
2819,Mauston,WI,0,1,43.7971946,-90.0773495,Wisconsin,"Mauston, Wisconsin",4423,164
2820,Rock County,WI,0,1,42.6691512,-89.0710591096677,Wisconsin,"Rock County, Wisconsin",9687,164
2821,Waukesha,WI,0,1,43.0116784,-88.2314813,Wisconsin,"Waukesha, Wisconsin",70718,164
2822,Wauwatosa,WI,0,1,43.0494122,-88.0079271,Wisconsin,"Wauwatosa, Wisconsin",46396,164
2823,Ardentown,DE,1,0,39.81542705,-75.4910163200517,Delaware,"Ardentown, Delaware",264,37
2825,Dover,DE,1,0,39.158168,-75.5243682,Delaware,"Dover, Delaware",1378,37
2826,Hampstead,DE,1,0,39.451929,-75.70054702110141,Delaware,"Hampstead, Delaware",6323,37
2827,Laurel,DE,1,0,38.5980535,-75.55826673882179,Delaware,"Laurel, Delaware",3708,37
2828,Middletown,DE,1,0,39.44161,-75.72504714308711,Delaware,"Middletown, Delaware",47648,37
2829,Milford,DE,4,0,38.9126129,-75.4279748,Delaware,"Milford, Delaware",52759,37
2830,Millsboro,DE,1,0,38.5915023,-75.2913018,Delaware,"Millsboro, Delaware",3877,37
2831,New Castle,DE,1,0,39.6159851,-75.662956,Delaware,"New Castle, Delaware",4518,37
2832,Newark,DE,1,0,39.6852191,-75.7508289,Delaware,"Newark, Delaware",1176,37
2834,Wilmington,DE,18,4,39.7459468,-75.546589,Delaware,"Wilmington, Delaware",70851,37
2835,Wyoming,DE,1,1,39.1173355,-75.55871301006769,Delaware,"Wyoming, Delaware",1313,37
2836,New Castle County,DE,0,1,39.5649955,-75.6476707397205,Delaware,"New Castle County, Delaware",538479,37
2837,Asbury Park,NJ,4,0,40.2203907,-74.0120817,New Jersey,"Asbury Park, New Jersey",16116,265
2838,Atlantic City,NJ,3,0,39.3642852,-74.4229351,New Jersey,"Atlantic City, New Jersey",7112,265
2839,Atlantic County,NJ,2,0,39.5103345,-74.68299546527501,New Jersey,"Atlantic County, New Jersey",274549,265
2840,Beachwood,NJ,2,0,39.939007,-74.1929188,New Jersey,"Beachwood, New Jersey",11953,265
2841,Belleville,NJ,1,0,40.7937116,-74.1501438,New Jersey,"Belleville, New Jersey",441,265
2842,Bloomfield,NJ,1,0,40.806767,-74.1854226,New Jersey,"Bloomfield, New Jersey",20486,265
2843,Bridgeton,NJ,2,0,39.427337,-75.2340768,New Jersey,"Bridgeton, New Jersey",2141,265
2844,Burlington,NJ,1,0,39.9325409,-74.7226665,New Jersey,"Burlington, New Jersey",4254,265
2845,Camden,NJ,42,4,39.9448436,-75.1198694,New Jersey,"Camden, New Jersey",2020,265
2846,Carneys Point,NJ,1,0,39.710974,-75.46739113118339,New Jersey,"Carneys Point, New Jersey",8049,265
2847,Clifton,NJ,1,0,40.8584328,-74.1637553,New Jersey,"Clifton, New Jersey",3311,265
2848,Dover,NJ,1,0,40.883988,-74.5621025,New Jersey,"Dover, New Jersey",1378,265
2849,East Orange,NJ,4,1,40.767323,-74.2048677,New Jersey,"East Orange, New Jersey",64270,265
2851,Elizabeth,NJ,1,0,40.6639916,-74.2107006,New Jersey,"Elizabeth, New Jersey",1358,265
2852,Ewing,NJ,1,0,40.2698302,-74.7998848,New Jersey,"Ewing, New Jersey",307,265
2853,Fairfield,NJ,1,0,40.2053903,-74.2137551,New Jersey,"Fairfield, New Jersey",11117,265
2854,Flemington,NJ,1,0,40.5123258,-74.8593318,New Jersey,"Flemington, New Jersey",743,265
2855,Galloway,NJ,1,0,39.4916874,-74.5035540582928,New Jersey,"Galloway, New Jersey",37349,265
2856,Gloucester,NJ,1,1,39.8025,-75.0447222,New Jersey,"Gloucester, New Jersey",28789,265
2857,Gloucester Township,NJ,1,0,39.7893,-75.0476421582562,New Jersey,"Gloucester Township, New Jersey",64634,265
2858,Hamilton,NJ,1,0,40.506215,-74.6201578,New Jersey,"Hamilton, New Jersey",6885,265
2859,Irvington,NJ,12,0,40.7323235,-74.2348684,New Jersey,"Irvington, New Jersey",659,265
2860,Jersey City,NJ,16,0,40.7281575,-74.0776417,New Jersey,"Jersey City, New Jersey",137,265
2862,Lacey Township,NJ,1,0,39.868223,-74.293966405056,New Jersey,"Lacey Township, New Jersey",121,265
2863,Lakewood,NJ,2,0,40.091935,-74.2121987118811,New Jersey,"Lakewood, New Jersey",80048,265
2865,Long Branch,NJ,1,0,40.3042778,-73.9923596,New Jersey,"Long Branch, New Jersey",248,265
2866,Magnolia,NJ,1,1,39.8545581,-75.0390591,New Jersey,"Magnolia, New Jersey",11577,265
2867,Millburn,NJ,1,0,40.7248234,-74.3040373,New Jersey,"Millburn, New Jersey",20149,265
2868,Montclair,NJ,1,1,40.8259332,-74.2090344,New Jersey,"Montclair, New Jersey",36664,265
2869,Montgomery,NJ,1,1,40.4784376,-74.753773,New Jersey,"Montgomery, New Jersey",205764,265
2870,New Brunswick,NJ,1,0,40.4862174,-74.4518173,New Jersey,"New Brunswick, New Jersey",55181,265
2871,New Milford,NJ,1,0,40.9350986,-74.0190281,New Jersey,"New Milford, New Jersey",28142,265
2872,Newark,NJ,73,5,40.735657,-74.1723667,New Jersey,"Newark, New Jersey",1176,265
2873,Orange,NJ,4,0,40.7706562,-74.2326463,New Jersey,"Orange, New Jersey",136416,265
2877,Paterson,NJ,4,2,40.9167654,-74.171811,New Jersey,"Paterson, New Jersey",146199,265
2878,Patterson,NJ,4,0,40.8139896,-73.9234703,New Jersey,"Patterson, New Jersey",452,265
2880,Pennsauken,NJ,1,1,39.9562238,-75.0579502,New Jersey,"Pennsauken, New Jersey",35885,265
2881,Perth Amboy,NJ,1,0,40.5067723,-74.2654234,New Jersey,"Perth Amboy, New Jersey",50814,265
2882,Plainfield,NJ,2,0,40.6337136,-74.4073737,New Jersey,"Plainfield, New Jersey",15405,265
2884,Quinton,NJ,1,0,39.5459466,-75.4124178,New Jersey,"Quinton, New Jersey",2666,265
2885,Rahway,NJ,1,0,40.6081591,-74.2776468,New Jersey,"Rahway, New Jersey",27346,265
2886,Salem,NJ,1,0,39.5980987,-75.3488201,New Jersey,"Salem, New Jersey",1635,265
2887,Somerset,NJ,1,0,40.5675084,-74.6189556,New Jersey,"Somerset, New Jersey",4205,265
2888,South Brunswick,NJ,1,0,40.384923,-74.5204753018018,New Jersey,"South Brunswick, New Jersey",43417,265
2890,Toms River,NJ,1,0,39.999917,-74.18402216159511,New Jersey,"Toms River, New Jersey",91239,265
2891,Trenton,NJ,33,1,40.2170575,-74.7429463,New Jersey,"Trenton, New Jersey",1999,265
2892,West New York,NJ,1,1,40.7878788,-74.0143064,New Jersey,"West New York, New Jersey",49708,265
2893,Woodbridge,NJ,1,1,40.554319,-74.28601546964569,New Jersey,"Woodbridge, New Jersey",8990,265
2894,Woodbury,NJ,1,0,39.8381691,-75.1526774,New Jersey,"Woodbury, New Jersey",9975,265
2895,Burlington County,NJ,0,1,39.862536,-74.6812730607175,New Jersey,"Burlington County, New Jersey",448734,265
2896,Kearny,NJ,0,1,40.7684342,-74.1454214,New Jersey,"Kearny, New Jersey",1950,265
2897,Riverton,NJ,0,1,40.0115009,-75.0148931,New Jersey,"Riverton, New Jersey",3455,265
2898,Ashford,CT,1,0,41.8731532,-72.1214653,Connecticut,"Ashford, Connecticut",2148,110
2899,Bridgeport,CT,8,0,41.1670412,-73.2048348,Connecticut,"Bridgeport, Connecticut",2418,110
2900,Buford,CT,1,0,41.820168,-73.256658,Connecticut,"Buford, Connecticut",12225,110
2901,Coventry,CT,1,1,41.7700987,-72.3050803,Connecticut,"Coventry, Connecticut",12435,110
2902,East Windsor,CT,1,0,42.4778637,-72.9856541,Connecticut,"East Windsor, Connecticut",11162,110
2903,Fair Haven,CT,1,0,41.3112082,-72.8956569,Connecticut,"Fair Haven, Connecticut",1507,110
2904,Fairfield,CT,1,0,41.2943069,-73.37486,Connecticut,"Fairfield, Connecticut",11117,110
2905,Farmington,CT,1,0,41.7198216,-72.8320435,Connecticut,"Farmington, Connecticut",5974,110
2906,Greenwich,CT,1,0,41.0264862,-73.6284598,Connecticut,"Greenwich, Connecticut",61171,110
2907,Hartford,CT,18,2,41.765599,-72.6905856293072,Connecticut,"Hartford, Connecticut",2624,110
2908,Manchester,CT,1,3,41.7759324,-72.5214755,Connecticut,"Manchester, Connecticut",58241,110
